690.0,471.0,-349.0,null
690.0,471.0,-267.0,null
690.0,471.0,-197.0,null
690.0,471.0,-129.0,null
690.0,471.0,-65.0,null
690.0,471.0,-7.0,null
690.0,471.0,39.0,null
690.0,475.0,40.0,null
3620.0,403.85641012617344,38.0,null
3620.0,403.85641012617344,3.0,null
3620.0,403.85641012617344,36.0,null
3620.0,403.85641012617344,-64.0,null
3620.0,403.85641012617344,-31.0,null
3620.0,403.85641012617344,-132.0,null
3620.0,403.85641012617344,-98.0,null
3620.0,403.85641012617344,-202.0,null
3620.0,403.85641012617344,-167.0,null
3620.0,403.85641012617344,-273.0,null
3620.0,403.85641012617344,-237.0,null
3620.0,403.85641012617344,-345.0,null
3620.0,403.85641012617344,-308.0,null
3620.0,403.85641012617344,-380.0,null
690.0,498.0,39.0,null
690.0,494.0,-333.0,null
690.0,494.0,-257.0,null
690.0,494.0,-186.0,null
690.0,494.0,-122.0,null
690.0,494.0,-61.0,null
690.0,494.0,-5.0,null
690.0,494.0,39.0,null
3567.0,529.2173466544724,20.0,null
3567.0,529.2173466544724,40.0,null
3567.0,529.2173466544724,-47.0,null
3567.0,529.2173466544724,-13.0,null
3567.0,529.2173466544724,-114.0,null
3567.0,529.2173466544724,-80.0,null
3567.0,529.2173466544724,-183.0,null
3567.0,529.2173466544724,-148.0,null
3567.0,529.2173466544724,-253.0,null
3567.0,529.2173466544724,-217.0,null
3567.0,529.2173466544724,-324.0,null
3567.0,529.2173466544724,-288.0,null
3567.0,529.2173466544724,-357.0,null
690.0,519.0,37.0,null
690.0,519.0,40.0,null
690.0,519.0,-329.0,null
690.0,519.0,-258.0,null
690.0,519.0,-190.0,null
690.0,519.0,-127.0,null
690.0,519.0,-68.0,null
690.0,519.0,-14.0,null
3497.0,652.6492166547049,38.0,null
3506.0,638.5483536898361,40.0,null
3497.0,652.6492166547049,-23.0,null
3497.0,652.6492166547049,10.0,null
3497.0,652.6492166547049,-90.0,null
3497.0,652.6492166547049,-56.0,null
3497.0,652.6492166547049,-157.0,null
3497.0,652.6492166547049,-123.0,null
3497.0,652.6492166547049,-226.0,null
3497.0,652.6492166547049,-191.0,null
3497.0,652.6492166547049,-296.0,null
3497.0,652.6492166547049,-261.0,null
3497.0,652.6492166547049,-365.0,null
3497.0,652.6492166547049,-332.0,null
690.0,448.0,-285.0,null
690.0,448.0,-204.0,null
690.0,448.0,-133.0,null
690.0,448.0,-68.0,null
690.0,448.0,-7.0,null
690.0,449.0,40.0,null
690.0,453.0,39.0,null
690.0,448.0,-365.0,null
3658.0,275.27440854536405,37.0,null
3658.0,275.27440854536405,-9.0,null
3658.0,275.27440854536405,24.0,null
3658.0,275.27440854536405,-77.0,null
3658.0,275.27440854536405,-43.0,null
3658.0,275.27440854536405,-145.0,null
3658.0,275.27440854536405,-111.0,null
3658.0,275.27440854536405,-215.0,null
3658.0,275.27440854536405,-180.0,null
